YearStart,LocationDesc,Class,Data_Value,Sample_Size,StratificationCategory1,Stratification1
2019,Florida,Physical Activity,28.9,1433.0,Race/Ethnicity,Non-Hispanic Black
2021,New Mexico,Obesity / Weight Status,37.9,62.0,Race/Ethnicity,Non-Hispanic Black
2018,Arizona,Physical Activity,17.2,804.0,Age (years),25 - 34
2019,Indiana,Obesity / Weight Status,38.0,51.0,Race/Ethnicity,American Indian/Alaska Native
2023,Utah,Physical Activity,21.4,944.0,Income,"$35,000 - $49,999"
2023,Idaho,Obesity / Weight Status,32.2,1903.0,Education,High school graduate
2022,Puerto Rico,Physical Activity,52.3,1387.0,Income,"Less than $15,000"
2020,California,Obesity / Weight Status,31.9,522.0,Income,"$50,000 - $74,999"
2019,Colorado,Physical Activity,35.2,1289.0,Income,Data not reported
2019,Pennsylvania,Obesity / Weight Status,30.6,525.0,Income,"$25,000 - $34,999"
2018,North Dakota,Obesity / Weight Status,33.8,288.0,Income,"Less than $15,000"
2018,Minnesota,Obesity / Weight Status,40.9,7929.0,Gender,Male
2021,Colorado,Obesity / Weight Status,30.6,275.0,Race/Ethnicity,Non-Hispanic Black
2019,Delaware,Physical Activity,33.0,3407.0,Total,Total
2019,Florida,Obesity / Weight Status,32.5,2549.0,Income,"$15,000 - $24,999"
2020,West Virginia,Obesity / Weight Status,31.7,481.0,Education,Less than high school
2019,Maine,Physical Activity,35.2,142.0,Race/Ethnicity,2 or more races
2022,South Dakota,Obesity / Weight Status,38.2,1085.0,Income,"$50,000 - $74,999"
2019,National,Physical Activity,34.3,164782.0,Gender,Male
2021,Wisconsin,Obesity / Weight Status,42.4,595.0,Income,"$25,000 - $34,999"
2020,West Virginia,Obesity / Weight Status,32.6,1449.0,Education,Some college or technical school
2019,Michigan,Fruits and Vegetables,44.3,2453.0,Education,High school graduate
2018,Virginia,Obesity / Weight Status,30.9,1127.0,Age (years),35 - 44
2020,South Dakota,Obesity / Weight Status,40.6,2508.0,Age (years),65 or older
2021,Virgin Islands,Obesity / Weight Status,33.0,236.0,Education,Some college or technical school
2019,Wyoming,Physical Activity,45.2,326.0,Age (years),25 - 34
2022,South Carolina,Physical Activity,20.5,82.0,Race/Ethnicity,American Indian/Alaska Native
2019,Iowa,Fruits and Vegetables,17.6,69.0,Race/Ethnicity,Asian
2019,Nevada,Obesity / Weight Status,36.1,432.0,Income,Data not reported
2023,Florida,Obesity / Weight Status,39.2,985.0,Race/Ethnicity,Non-Hispanic Black
2018,Idaho,Physical Activity,18.7,1817.0,Gender,Male
2021,Missouri,Fruits and Vegetables,43.8,1611.0,Income,"$50,000 - $74,999"
2020,Georgia,Obesity / Weight Status,38.6,3669.0,Gender,Male
2021,Colorado,Fruits and Vegetables,44.4,1745.0,Education,High school graduate
2021,Maine,Fruits and Vegetables,16.7,2630.0,Education,High school graduate
2023,Virginia,Physical Activity,16.8,322.0,Education,Less than high school
2019,South Carolina,Physical Activity,57.7,1671.0,Income,"$75,000 or greater"
2020,North Dakota,Obesity / Weight Status,35.0,173.0,Education,Less than high school
2023,Michigan,Physical Activity,28.3,1086.0,Income,"$35,000 - $49,999"
2020,District of Columbia,Obesity / Weight Status,41.8,205.0,Income,"Less than $15,000"
2020,Colorado,Obesity / Weight Status,26.9,2393.0,Education,Some college or technical school
2018,Arizona,Obesity / Weight Status,38.7,3036.0,Age (years),65 or older
2018,North Carolina,Obesity / Weight Status,31.6,549.0,Age (years),25 - 34
2020,Colorado,Physical Activity,15.4,1706.0,Age (years),45 - 54
2019,Iowa,Physical Activity,19.0,679.0,Age (years),18 - 24
2023,California,Obesity / Weight Status,27.8,1065.0,Income,"$75,000 or greater"
2019,Alaska,Fruits and Vegetables,44.4,1262.0,Gender,Male
2020,Montana,Physical Activity,24.5,561.0,Income,"$25,000 - $34,999"
2021,Wisconsin,Obesity / Weight Status,29.0,2908.0,Gender,Female
2023,Rhode Island,Physical Activity,19.7,75.0,Race/Ethnicity,2 or more races
2019,Massachusetts,Fruits and Vegetables,35.7,3189.0,Gender,Male
2019,Maine,Physical Activity,37.8,133.0,Race/Ethnicity,2 or more races
2021,Wisconsin,Obesity / Weight Status,36.7,1597.0,Education,Some college or technical school
2019,National,Physical Activity,35.1,285696.0,Race/Ethnicity,Non-Hispanic White
2018,New Jersey,Obesity / Weight Status,28.8,250.0,Income,"$35,000 - $49,999"
2018,Utah,Obesity / Weight Status,27.7,3017.0,Education,Some college or technical school
2021,Hawaii,Physical Activity,23.7,2450.0,Race/Ethnicity,Asian
2022,Virgin Islands,Obesity / Weight Status,46.1,238.0,Age (years),45 - 54
2022,Oklahoma,Obesity / Weight Status,48.5,789.0,Age (years),45 - 54
2021,Missouri,Physical Activity,22.5,1688.0,Income,"$50,000 - $74,999"
2021,Washington,Fruits and Vegetables,41.1,2255.0,Education,High school graduate
2023,West Virginia,Physical Activity,19.7,540.0,Income,"$35,000 - $49,999"
2019,California,Obesity / Weight Status,36.7,1431.0,Education,Less than high school
2022,New York,Obesity / Weight Status,34.6,759.0,Income,"Less than $15,000"
2023,South Dakota,Physical Activity,49.1,219.0,Income,"Less than $15,000"
2018,Kentucky,Obesity / Weight Status,37.8,980.0,Income,"$35,000 - $49,999"
2021,Arizona,Obesity / Weight Status,35.8,1697.0,Race/Ethnicity,Hispanic
2023,Nevada,Physical Activity,64.1,273.0,Income,"$75,000 or greater"
2023,Arkansas,Physical Activity,43.9,2217.0,Gender,Male
2022,Ohio,Obesity / Weight Status,13.5,150.0,Race/Ethnicity,Asian
2018,Vermont,Obesity / Weight Status,26.8,3191.0,Gender,Female
2020,New Mexico,Obesity / Weight Status,34.9,614.0,Education,Less than high school
2021,Rhode Island,Fruits and Vegetables,29.0,229.0,Age (years),18 - 24
2018,New York,Physical Activity,26.2,18816.0,Gender,Female
2019,Florida,Physical Activity,25.1,7738.0,Gender,Female
2023,Virgin Islands,Physical Activity,55.2,128.0,Income,"$15,000 - $24,999"
2022,New York,Obesity / Weight Status,34.6,1532.0,Race/Ethnicity,Non-Hispanic Black
2020,Indiana,Physical Activity,21.2,834.0,Age (years),25 - 34
2023,Massachusetts,Physical Activity,23.4,1691.0,Age (years),55 - 64
2019,Virginia,Obesity / Weight Status,29.4,922.0,Age (years),25 - 34
2019,South Dakota,Obesity / Weight Status,31.8,3355.0,Gender,Female
2022,Michigan,Obesity / Weight Status,26.5,663.0,Income,"$15,000 - $24,999"
2021,Virginia,Obesity / Weight Status,35.0,6534.0,Race/Ethnicity,Non-Hispanic White
2018,Nevada,Obesity / Weight Status,29.2,1538.0,Gender,Female
2020,Texas,Physical Activity,40.3,1484.0,Education,Less than high school
2018,Michigan,Physical Activity,23.7,62.0,Race/Ethnicity,Other
2019,Iowa,Physical Activity,48.0,662.0,Age (years),18 - 24
2019,Alabama,Physical Activity,30.6,805.0,Income,"$50,000 - $74,999"
2021,New York,Obesity / Weight Status,28.8,16964.0,Gender,Female
2019,Mississippi,Physical Activity,19.4,686.0,Age (years),45 - 54
2021,Delaware,Fruits and Vegetables,39.8,412.0,Age (years),35 - 44
2019,North Carolina,Obesity / Weight Status,30.5,519.0,Age (years),25 - 34
2021,Colorado,Obesity / Weight Status,27.6,546.0,Education,Less than high school
2020,Oklahoma,Obesity / Weight Status,39.6,631.0,Income,"$35,000 - $49,999"
2018,Indiana,Obesity / Weight Status,38.0,123.0,Race/Ethnicity,2 or more races
2018,South Carolina,Obesity / Weight Status,22.5,80.0,Race/Ethnicity,American Indian/Alaska Native
2020,California,Obesity / Weight Status,34.2,650.0,Age (years),35 - 44
2021,Alabama,Obesity / Weight Status,34.1,1576.0,Income,Data not reported
2018,Minnesota,Obesity / Weight Status,33.8,1305.0,Income,"$25,000 - $34,999"
2021,Mississippi,Obesity / Weight Status,33.3,1217.0,Education,High school graduate
2018,Connecticut,Obesity / Weight Status,31.2,2254.0,Age (years),55 - 64
2018,Puerto Rico,Obesity / Weight Status,36.4,290.0,Income,"$35,000 - $49,999"
2018,Kentucky,Obesity / Weight Status,42.4,1781.0,Age (years),55 - 64
2023,Missouri,Obesity / Weight Status,36.4,3416.0,Gender,Female
2019,Oregon,Fruits and Vegetables,32.6,775.0,Income,"$50,000 - $74,999"
2018,Hawaii,Obesity / Weight Status,34.6,7474.0,Total,Total
2019,Missouri,Obesity / Weight Status,24.2,482.0,Education,Less than high school
2019,Maryland,Physical Activity,27.1,81.0,Race/Ethnicity,American Indian/Alaska Native
2022,Virgin Islands,Physical Activity,32.3,120.0,Income,"Less than $15,000"
2023,Idaho,Obesity / Weight Status,31.9,377.0,Education,Less than high school
2020,Texas,Obesity / Weight Status,33.4,2574.0,Income,"$75,000 or greater"
2018,District of Columbia,Obesity / Weight Status,34.5,521.0,Age (years),35 - 44
2023,Virginia,Obesity / Weight Status,34.0,658.0,Age (years),35 - 44
2023,Nebraska,Physical Activity,28.4,701.0,Education,Less than high school
2021,Mississippi,Fruits and Vegetables,23.3,422.0,Age (years),25 - 34
2021,Michigan,Physical Activity,30.2,3328.0,Age (years),65 or older
2022,District of Columbia,Obesity / Weight Status,41.3,400.0,Education,High school graduate
2019,Puerto Rico,Physical Activity,56.2,1080.0,Age (years),55 - 64
2023,Alaska,Physical Activity,33.9,4575.0,Total,Total
2021,Idaho,Physical Activity,15.8,700.0,Income,"$75,000 or greater"
2019,New Mexico,Obesity / Weight Status,34.3,1778.0,Race/Ethnicity,Hispanic
2023,North Carolina,Obesity / Weight Status,41.5,605.0,Age (years),45 - 54
2020,Guam,Obesity / Weight Status,32.2,409.0,Age (years),55 - 64
2020,Puerto Rico,Physical Activity,23.5,256.0,Income,"$75,000 or greater"
2023,North Carolina,Physical Activity,18.1,545.0,Income,"$50,000 - $74,999"
2022,Pennsylvania,Physical Activity,20.2,1150.0,Education,Some college or technical school
2023,Montana,Physical Activity,75.3,2696.0,Education,College graduate
2019,Iowa,Fruits and Vegetables,35.4,439.0,Education,Less than high school
2023,Texas,Physical Activity,31.5,2201.0,Education,Some college or technical school
2021,South Carolina,Fruits and Vegetables,49.8,434.0,Income,"Less than $15,000"
2020,Washington,Obesity / Weight Status,17.3,724.0,Age (years),18 - 24
2020,Oklahoma,Physical Activity,23.9,580.0,Age (years),25 - 34
2019,New Hampshire,Obesity / Weight Status,39.3,2271.0,Education,College graduate
2019,Texas,Obesity / Weight Status,39.3,1174.0,Education,Less than high school
2019,Louisiana,Physical Activity,35.5,1060.0,Race/Ethnicity,Non-Hispanic Black
2023,Virgin Islands,Physical Activity,34.7,91.0,Age (years),18 - 24
2018,New Jersey,Obesity / Weight Status,26.0,457.0,Age (years),45 - 54
2021,New Hampshire,Fruits and Vegetables,37.2,870.0,Income,"$50,000 - $74,999"
2019,Minnesota,Physical Activity,36.5,14155.0,Total,Total
2023,North Dakota,Physical Activity,34.5,63.0,Race/Ethnicity,Non-Hispanic Black
2019,Texas,Fruits and Vegetables,43.9,4560.0,Gender,Male
2019,Indiana,Fruits and Vegetables,35.3,531.0,Income,"Less than $15,000"
2021,Indiana,Physical Activity,32.8,71.0,Race/Ethnicity,American Indian/Alaska Native
2023,District of Columbia,Physical Activity,25.1,445.0,Education,High school graduate
2020,North Dakota,Obesity / Weight Status,38.5,454.0,Age (years),45 - 54
2023,Maine,Physical Activity,43.2,1155.0,Age (years),45 - 54
2022,Georgia,Physical Activity,20.1,1114.0,Age (years),35 - 44
2021,Oregon,Physical Activity,24.7,1077.0,Education,High school graduate
2021,Kentucky,Obesity / Weight Status,39.7,1531.0,Education,College graduate
2019,Wisconsin,Physical Activity,42.0,167.0,Education,Less than high school
2021,Montana,Obesity / Weight Status,33.2,699.0,Age (years),35 - 44
2019,Louisiana,Fruits and Vegetables,26.3,665.0,Age (years),45 - 54
2022,Utah,Obesity / Weight Status,30.2,2543.0,Age (years),65 or older
2018,Iowa,Physical Activity,32.7,2935.0,Age (years),65 or older
2020,National,Obesity / Weight Status,37.5,2798.0,Race/Ethnicity,Other
2018,Puerto Rico,Obesity / Weight Status,39.4,1244.0,Income,"$15,000 - $24,999"
2019,Rhode Island,Fruits and Vegetables,18.7,1157.0,Age (years),55 - 64
2019,New Hampshire,Physical Activity,39.2,2335.0,Gender,Male
2023,Guam,Physical Activity,11.8,177.0,Race/Ethnicity,Non-Hispanic White
2023,District of Columbia,Physical Activity,47.0,267.0,Income,"$75,000 or greater"
2019,Nebraska,Physical Activity,49.8,877.0,Age (years),18 - 24
2019,Alabama,Physical Activity,27.7,6257.0,Total,Total
2023,New Hampshire,Physical Activity,40.9,3822.0,Gender,Female
2019,Puerto Rico,Physical Activity,12.9,210.0,Income,"$50,000 - $74,999"
2021,New Jersey,Obesity / Weight Status,32.8,1058.0,Age (years),35 - 44
2020,North Dakota,Obesity / Weight Status,52.8,175.0,Race/Ethnicity,American Indian/Alaska Native
2018,Iowa,Physical Activity,19.3,1459.0,Income,"$50,000 - $74,999"
2021,New Hampshire,Fruits and Vegetables,15.6,5482.0,Total,Total
2023,North Dakota,Obesity / Weight Status,34.9,1269.0,Education,High school graduate
2021,Wyoming,Obesity / Weight Status,31.9,468.0,Income,"$25,000 - $34,999"
2023,Rhode Island,Obesity / Weight Status,39.3,1941.0,Age (years),65 or older
2022,National,Obesity / Weight Status,39.9,56411.0,Age (years),45 - 54
2018,Idaho,Obesity / Weight Status,10.7,246.0,Age (years),18 - 24
2019,Maryland,Physical Activity,29.6,7075.0,Age (years),65 or older
2021,Michigan,Obesity / Weight Status,36.9,122.0,Race/Ethnicity,Other
2021,National,Physical Activity,21.4,1385.0,Race/Ethnicity,Hawaiian/Pacific Islander
2023,Texas,Physical Activity,25.4,1187.0,Income,"$50,000 - $74,999"
2020,North Dakota,Physical Activity,24.6,4465.0,Total,Total
2018,Idaho,Physical Activity,22.6,511.0,Income,"$35,000 - $49,999"
2019,Minnesota,Physical Activity,23.2,2004.0,Age (years),45 - 54
2018,Idaho,Obesity / Weight Status,22.3,246.0,Age (years),18 - 24
2021,North Carolina,Obesity / Weight Status,23.8,422.0,Income,"$15,000 - $24,999"
2023,Montana,Obesity / Weight Status,28.5,3159.0,Gender,Female
2020,New Jersey,Obesity / Weight Status,26.7,4559.0,Gender,Female
2019,Hawaii,Fruits and Vegetables,19.1,3651.0,Gender,Female
2023,Kansas,Physical Activity,14.7,727.0,Age (years),18 - 24
2019,Kansas,Fruits and Vegetables,43.3,3191.0,Education,Some college or technical school
2020,National,Physical Activity,22.1,1235.0,Race/Ethnicity,Hawaiian/Pacific Islander
2019,Wyoming,Physical Activity,55.4,169.0,Age (years),18 - 24
2022,Washington,Obesity / Weight Status,34.1,4153.0,Age (years),55 - 64
2021,Kansas,Obesity / Weight Status,30.1,6557.0,Education,College graduate
2022,Vermont,Obesity / Weight Status,36.2,3124.0,Age (years),65 or older
2019,Texas,Physical Activity,33.8,2960.0,Income,"$75,000 or greater"
2021,Tennessee,Obesity / Weight Status,41.0,642.0,Age (years),35 - 44
2020,National,Obesity / Weight Status,31.4,6132.0,Race/Ethnicity,American Indian/Alaska Native
2019,Massachusetts,Physical Activity,39.5,2611.0,Income,"$75,000 or greater"
2021,Louisiana,Obesity / Weight Status,42.9,619.0,Income,"$50,000 - $74,999"
2021,Colorado,Obesity / Weight Status,35.6,1607.0,Age (years),35 - 44
2019,Florida,Physical Activity,41.7,1757.0,Income,"$35,000 - $49,999"
2020,Delaware,Obesity / Weight Status,36.7,1069.0,Income,"$75,000 or greater"
2019,Missouri,Fruits and Vegetables,50.2,458.0,Education,Less than high school
2021,New Mexico,Fruits and Vegetables,43.5,818.0,Income,"$50,000 - $74,999"
2023,Washington,Obesity / Weight Status,28.8,2742.0,Age (years),25 - 34
2019,Rhode Island,Physical Activity,38.9,194.0,Race/Ethnicity,Non-Hispanic Black
2020,District of Columbia,Obesity / Weight Status,25.5,1670.0,Gender,Female
2020,Rhode Island,Obesity / Weight Status,33.2,756.0,Age (years),45 - 54
2020,Wyoming,Obesity / Weight Status,36.7,204.0,Education,Less than high school
2020,Oklahoma,Obesity / Weight Status,42.5,266.0,Race/Ethnicity,Hispanic
2019,Indiana,Fruits and Vegetables,41.6,7705.0,Total,Total
2022,Illinois,Obesity / Weight Status,43.5,646.0,Age (years),55 - 64
2023,Montana,Obesity / Weight Status,41.5,3546.0,Gender,Male
2018,Oklahoma,Obesity / Weight Status,40.4,2097.0,Gender,Male
2021,Wisconsin,Fruits and Vegetables,36.2,820.0,Income,"$75,000 or greater"
2018,Wyoming,Obesity / Weight Status,28.1,195.0,Age (years),18 - 24
2018,National,Obesity / Weight Status,29.9,302781.0,Race/Ethnicity,Non-Hispanic White
2018,Louisiana,Physical Activity,35.4,1256.0,Race/Ethnicity,Non-Hispanic Black
2019,Kansas,Obesity / Weight Status,32.0,366.0,Race/Ethnicity,Non-Hispanic Black
2022,Delaware,Physical Activity,19.5,1652.0,Income,Data not reported
2023,Rhode Island,Obesity / Weight Status,34.9,2376.0,Income,Data not reported
2023,Georgia,Physical Activity,32.2,453.0,Education,Less than high school
2023,South Carolina,Physical Activity,26.3,10004.0,Total,Total
2019,Colorado,Physical Activity,47.6,147.0,Race/Ethnicity,Asian
2019,Massachusetts,Physical Activity,52.0,3642.0,Gender,Female
2022,Arizona,Obesity / Weight Status,41.6,1192.0,Age (years),45 - 54
2019,Utah,Physical Activity,35.2,1726.0,Age (years),45 - 54
2021,New Jersey,Fruits and Vegetables,38.5,1473.0,Education,Some college or technical school
2023,Delaware,Physical Activity,32.3,1902.0,Age (years),65 or older
2023,National,Obesity / Weight Status,32.2,6175.0,Race/Ethnicity,American Indian/Alaska Native
2023,Washington,Physical Activity,45.6,706.0,Race/Ethnicity,Non-Hispanic Black
2018,Oklahoma,Physical Activity,33.8,1509.0,Education,High school graduate
2019,Texas,Fruits and Vegetables,19.8,1233.0,Age (years),35 - 44
2019,Maryland,Physical Activity,21.6,1528.0,Age (years),35 - 44
2021,Delaware,Physical Activity,30.3,749.0,Age (years),55 - 64
2023,Rhode Island,Physical Activity,60.9,1081.0,Age (years),55 - 64
2023,District of Columbia,Obesity / Weight Status,22.7,198.0,Income,"$25,000 - $34,999"
2020,Wyoming,Obesity / Weight Status,29.3,171.0,Income,"Less than $15,000"
2018,Georgia,Obesity / Weight Status,36.9,757.0,Education,Less than high school
2020,New Mexico,Obesity / Weight Status,34.6,606.0,Income,"Less than $15,000"
2021,Colorado,Physical Activity,19.4,196.0,Race/Ethnicity,Asian
2023,Colorado,Physical Activity,14.6,1460.0,Age (years),35 - 44
2022,Michigan,Physical Activity,23.9,10024.0,Total,Total
2022,North Carolina,Obesity / Weight Status,34.8,295.0,Education,Less than high school
2023,Arizona,Physical Activity,27.3,123.0,Race/Ethnicity,Other
2018,Connecticut,Obesity / Weight Status,36.4,772.0,Age (years),25 - 34
2019,New Mexico,Physical Activity,27.0,3082.0,Gender,Female
2023,Ohio,Physical Activity,29.9,624.0,Race/Ethnicity,Non-Hispanic Black
2023,New York,Obesity / Weight Status,35.6,3385.0,Education,Some college or technical school
2018,Arizona,Obesity / Weight Status,29.5,7449.0,Total,Total
2023,Oregon,Physical Activity,38.8,390.0,Race/Ethnicity,Hispanic
2020,Maryland,Obesity / Weight Status,25.2,5638.0,Education,College graduate
2018,Idaho,Obesity / Weight Status,32.1,226.0,Race/Ethnicity,Hispanic
2019,South Carolina,Fruits and Vegetables,16.5,3396.0,Gender,Female
2021,Alabama,Obesity / Weight Status,49.7,1076.0,Race/Ethnicity,Non-Hispanic Black
2020,Indiana,Obesity / Weight Status,32.4,1299.0,Income,Data not reported
2018,Idaho,Obesity / Weight Status,38.3,1218.0,Education,College graduate
2023,Rhode Island,Physical Activity,36.6,491.0,Income,"$35,000 - $49,999"
2019,Florida,Physical Activity,44.0,4671.0,Education,College graduate
2018,Rhode Island,Physical Activity,26.6,202.0,Race/Ethnicity,Non-Hispanic Black
2023,Ohio,Physical Activity,41.3,4474.0,Income,Data not reported
2023,Iowa,Physical Activity,55.3,643.0,Age (years),18 - 24
2023,Indiana,Physical Activity,44.0,546.0,Age (years),18 - 24
2019,Georgia,Physical Activity,26.9,680.0,Age (years),25 - 34
2022,Missouri,Physical Activity,28.5,1276.0,Age (years),55 - 64
2023,National,Physical Activity,31.9,38276.0,Race/Ethnicity,Hispanic
2019,Georgia,Physical Activity,34.3,1044.0,Income,"$15,000 - $24,999"
2021,National,Fruits and Vegetables,32.2,28103.0,Race/Ethnicity,Hispanic
2023,Arkansas,Physical Activity,23.5,2481.0,Gender,Female
2018,Iowa,Physical Activity,28.5,2897.0,Education,High school graduate
2023,Wisconsin,Obesity / Weight Status,34.2,490.0,Race/Ethnicity,Hispanic
2019,New York,Physical Activity,16.4,5553.0,Education,College graduate
2020,Massachusetts,Obesity / Weight Status,28.6,1139.0,Education,High school graduate
2019,Texas,Physical Activity,54.1,1306.0,Income,"$50,000 - $74,999"
2022,Pennsylvania,Obesity / Weight Status,20.7,61.0,Race/Ethnicity,2 or more races
2018,Oregon,Obesity / Weight Status,35.9,766.0,Income,"$50,000 - $74,999"
2022,Idaho,Obesity / Weight Status,39.0,917.0,Age (years),45 - 54
2018,Colorado,Physical Activity,15.2,120.0,Race/Ethnicity,2 or more races
2020,Washington,Obesity / Weight Status,8.4,441.0,Race/Ethnicity,Asian
2019,Missouri,Obesity / Weight Status,37.7,953.0,Income,"$15,000 - $24,999"
2022,Indiana,Obesity / Weight Status,38.0,3323.0,Age (years),65 or older
2021,Virginia,Fruits and Vegetables,37.2,1657.0,Age (years),55 - 64
2020,Connecticut,Obesity / Weight Status,35.5,1917.0,Education,High school graduate
2021,Pennsylvania,Obesity / Weight Status,40.0,1092.0,Age (years),55 - 64
2023,Puerto Rico,Physical Activity,18.0,676.0,Age (years),35 - 44
2023,Arkansas,Physical Activity,65.8,419.0,Income,"$75,000 or greater"
2022,New Jersey,Obesity / Weight Status,39.3,765.0,Income,"$75,000 or greater"
2020,New York,Obesity / Weight Status,36.9,1223.0,Income,"$35,000 - $49,999"
2023,Illinois,Physical Activity,26.0,1505.0,Age (years),65 or older
2019,Arkansas,Physical Activity,49.2,2372.0,Age (years),65 or older
2018,Georgia,Physical Activity,47.4,823.0,Income,"Less than $15,000"
2023,Massachusetts,Obesity / Weight Status,31.2,364.0,Race/Ethnicity,Asian
2019,West Virginia,Fruits and Vegetables,49.8,1775.0,Education,High school graduate
2021,South Carolina,Fruits and Vegetables,40.9,146.0,Race/Ethnicity,2 or more races
2023,California,Physical Activity,13.1,5392.0,Education,College graduate
2019,Kansas,Physical Activity,19.0,2061.0,Age (years),55 - 64
2020,National,Obesity / Weight Status,29.3,125950.0,Age (years),65 or older
2019,Wisconsin,Fruits and Vegetables,38.9,4473.0,Total,Total
2023,Alabama,Physical Activity,40.0,1494.0,Education,College graduate
2023,Minnesota,Physical Activity,37.8,845.0,Age (years),18 - 24
2023,Maine,Physical Activity,47.4,635.0,Age (years),25 - 34
2018,North Carolina,Obesity / Weight Status,33.9,2216.0,Gender,Female
2019,California,Physical Activity,40.8,233.0,Race/Ethnicity,2 or more races
2023,District of Columbia,Physical Activity,50.5,883.0,Age (years),65 or older
2020,New Hampshire,Physical Activity,21.2,1429.0,Income,Data not reported
2019,Kansas,Physical Activity,21.5,3409.0,Age (years),65 or older
2019,Utah,Fruits and Vegetables,36.2,871.0,Race/Ethnicity,Hispanic
2023,Arizona,Physical Activity,46.0,187.0,Race/Ethnicity,Asian
2021,Massachusetts,Fruits and Vegetables,34.4,1329.0,Age (years),55 - 64
2019,North Dakota,Physical Activity,32.8,70.0,Race/Ethnicity,Hispanic
2019,District of Columbia,Physical Activity,54.4,232.0,Income,"$50,000 - $74,999"
2019,West Virginia,Fruits and Vegetables,39.8,671.0,Income,"$35,000 - $49,999"
2018,District of Columbia,Obesity / Weight Status,34.8,649.0,Age (years),45 - 54
2019,Mississippi,Physical Activity,47.0,500.0,Income,"$50,000 - $74,999"
2022,Vermont,Physical Activity,22.1,857.0,Income,"$35,000 - $49,999"
2018,Louisiana,Obesity / Weight Status,36.8,4720.0,Total,Total
2018,Guam,Obesity / Weight Status,32.9,187.0,Income,"$35,000 - $49,999"
2023,Kansas,Obesity / Weight Status,38.6,2835.0,Education,Some college or technical school
2020,Mississippi,Physical Activity,24.5,611.0,Age (years),25 - 34
2020,Connecticut,Obesity / Weight Status,27.9,1905.0,Education,Some college or technical school
2018,Texas,Obesity / Weight Status,42.0,4698.0,Gender,Male
2023,Ohio,Physical Activity,30.0,2890.0,Education,Some college or technical school
2020,Florida,Obesity / Weight Status,38.0,3513.0,Education,College graduate
2018,Texas,Physical Activity,35.9,3933.0,Age (years),65 or older
2023,New Hampshire,Physical Activity,21.9,1345.0,Age (years),55 - 64
2018,Mississippi,Obesity / Weight Status,36.6,1219.0,Age (years),55 - 64
2018,Oklahoma,Physical Activity,25.2,2196.0,Gender,Male
2019,Idaho,Physical Activity,29.1,510.0,Income,"$25,000 - $34,999"
2021,Iowa,Fruits and Vegetables,29.4,676.0,Income,"$15,000 - $24,999"
2018,New Mexico,Obesity / Weight Status,26.0,69.0,Race/Ethnicity,2 or more races
2023,Oregon,Physical Activity,23.6,665.0,Income,"$35,000 - $49,999"
2021,Wyoming,Fruits and Vegetables,45.4,727.0,Age (years),55 - 64
2020,Massachusetts,Obesity / Weight Status,28.8,497.0,Income,"$15,000 - $24,999"
2019,Maryland,Physical Activity,35.6,10622.0,Race/Ethnicity,Non-Hispanic White
2021,South Dakota,Physical Activity,37.6,318.0,Education,Less than high school
2023,Ohio,Physical Activity,67.6,4366.0,Education,College graduate
2019,West Virginia,Fruits and Vegetables,13.9,1081.0,Income,"$75,000 or greater"
2019,Rhode Island,Fruits and Vegetables,40.6,1207.0,Education,High school graduate
2020,New Jersey,Obesity / Weight Status,35.1,1338.0,Race/Ethnicity,Hispanic
2019,Washington,Fruits and Vegetables,37.8,150.0,Race/Ethnicity,Other
2022,North Dakota,Physical Activity,22.0,1310.0,Education,Some college or technical school
2021,Minnesota,Fruits and Vegetables,19.2,11608.0,Race/Ethnicity,Non-Hispanic White
2021,West Virginia,Fruits and Vegetables,29.1,399.0,Education,Less than high school
2022,New Mexico,Obesity / Weight Status,39.3,1502.0,Race/Ethnicity,Hispanic
2019,Minnesota,Physical Activity,44.1,1080.0,Age (years),18 - 24
2023,Vermont,Obesity / Weight Status,34.7,1472.0,Education,Some college or technical school
2019,Arkansas,Physical Activity,24.1,1415.0,Education,College graduate
2019,New York,Obesity / Weight Status,36.6,1399.0,Age (years),35 - 44
2020,Hawaii,Obesity / Weight Status,32.7,1322.0,Race/Ethnicity,2 or more races
2020,Arkansas,Obesity / Weight Status,39.0,592.0,Income,"$35,000 - $49,999"
2020,New York,Obesity / Weight Status,37.0,12583.0,Total,Total
2021,Montana,Obesity / Weight Status,36.5,1166.0,Age (years),55 - 64
2021,Washington,Physical Activity,9.8,6039.0,Education,College graduate
2019,West Virginia,Fruits and Vegetables,20.8,1067.0,Age (years),55 - 64
2021,Hawaii,Obesity / Weight Status,35.4,2462.0,Race/Ethnicity,Non-Hispanic White
2020,Michigan,Obesity / Weight Status,34.4,128.0,Race/Ethnicity,Asian
2022,Illinois,Physical Activity,19.4,613.0,Age (years),25 - 34
2019,Illinois,Physical Activity,26.3,590.0,Race/Ethnicity,Non-Hispanic Black
2023,Alaska,Physical Activity,69.5,3373.0,Race/Ethnicity,Non-Hispanic White
2023,Oklahoma,Physical Activity,20.3,295.0,Education,Less than high school
2023,Maryland,Physical Activity,43.5,2611.0,Age (years),55 - 64
2019,Florida,Physical Activity,25.0,4059.0,Education,High school graduate
2022,Oregon,Obesity / Weight Status,32.1,2593.0,Gender,Female
2022,North Carolina,Obesity / Weight Status,28.8,2053.0,Gender,Female
2023,Alabama,Physical Activity,66.1,1311.0,Education,College graduate
